t,q_hip,i_hip,q_knee,i_knee,q_ankle,i_ankle,q_shoulder,i_shoulder,ax,ay,az,fx,fy,fz,mx,my,mz,fx0,fy0,fz0,mx0,my0,mz0
21.58,0.356153,-1.403739,-0.102871,-1.957212,-0.467316,-0.711234,-0.402113,1.188649,-0.587366,0.311034,-0.154694,-4.933877,2.612683,81.104568,-1.090817,-1.905767,-0.004966,-3.524198,1.866202,57.931834,-0.18662,-0.35242,0.0
21.6,0.353334,-1.41509,-0.106782,-1.953858,-0.468723,-0.696258,-0.399722,1.201479,-0.588562,0.312537,-0.153908,-4.943919,2.625312,81.111177,-1.092786,-1.907382,-0.004872,-3.53137,1.875223,57.936555,-0.187522,-0.353137,0.0
21.62,0.350493,-1.426352,-0.110686,-1.950378,-0.470101,-0.681236,-0.397307,1.214231,-0.589698,0.314029,-0.153118,-4.953465,2.637847,81.117807,-1.094741,-1.908922,-0.004775,-3.53819,1.884176,57.94129,-0.188418,-0.353819,0.0
21.64,0.347629,-1.437522,-0.114584,-1.946774,-0.471448,-0.666171,-0.394866,1.226906,-0.590776,0.31551,-0.152327,-4.962517,2.650286,81.124457,-1.096682,-1.910388,-0.004675,-3.544655,1.893062,57.946041,-0.189306,-0.354465,0.0
21.66,0.344743,-1.4486,-0.118473,-1.943045,-0.472766,-0.651064,-0.392399,1.239503,-0.591794,0.31698,-0.151532,-4.971072,2.662631,81.131128,-1.098608,-1.911778,-0.004572,-3.550766,1.901879,57.950806,-0.190188,-0.355077,0.0
21.68,0.341834,-1.459585,-0.122356,-1.939192,-0.474053,-0.635915,-0.389908,1.252019,-0.592754,0.318438,-0.150736,-4.97913,2.674879,81.137819,-1.10052,-1.913094,-0.004466,-3.556522,1.910628,57.955585,-0.191063,-0.355652,0.0
21.7,0.338904,-1.470477,-0.12623,-1.935215,-0.475309,-0.620725,-0.387391,1.264456,-0.593654,0.319885,-0.149937,-4.986691,2.687031,81.144531,-1.102418,-1.914335,-0.004357,-3.561922,1.919308,57.960379,-0.191931,-0.356192,0.0
21.72,0.335953,-1.481275,-0.130096,-1.931113,-0.476535,-0.605495,-0.38485,1.276812,-0.594494,0.32132,-0.149135,-4.993752,2.699086,81.151262,-1.104301,-1.915501,-0.004245,-3.566966,1.927919,57.965187,-0.192792,-0.356697,0.0
21.74,0.332979,-1.491978,-0.133955,-1.926888,-0.477731,-0.590227,-0.382284,1.289086,-0.595276,0.322743,-0.148332,-5.000315,2.711044,81.158014,-1.10617,-1.916591,-0.004131,-3.571653,1.93646,57.97001,-0.193646,-0.357165,0.0
21.76,0.329985,-1.502585,-0.137804,-1.92254,-0.478896,-0.574921,-0.379694,1.301278,-0.595997,0.324155,-0.147526,-5.006377,2.722905,81.164786,-1.108024,-1.917605,-0.004013,-3.575983,1.944932,57.974847,-0.194493,-0.357598,0.0
21.78,0.326969,-1.513096,-0.141645,-1.918069,-0.480031,-0.559578,-0.377079,1.313387,-0.596659,0.325556,-0.146717,-5.011938,2.734667,81.171577,-1.109863,-1.918545,-0.003893,-3.579956,1.953334,57.979698,-0.195333,-0.357996,0.0
21.8,0.323932,-1.523511,-0.145476,-1.913475,-0.481135,-0.544199,-0.37444,1.325411,-0.597262,0.326944,-0.145906,-5.016999,2.746332,81.178388,-1.111688,-1.919408,-0.00377,-3.583571,1.961665,57.984563,-0.196167,-0.358357,0.0
21.82,0.320875,-1.533828,-0.149298,-1.908759,-0.482208,-0.528786,-0.371777,1.337351,-0.597804,0.328321,-0.145093,-5.021557,2.757897,81.185219,-1.113498,-1.920196,-0.003643,-3.586827,1.969926,57.989442,-0.196993,-0.358683,0.0
21.84,0.317797,-1.544047,-0.153111,-1.90392,-0.48325,-0.513338,-0.369091,1.349204,-0.598287,0.329686,-0.144277,-5.025614,2.769363,81.192069,-1.115293,-1.920908,-0.003514,-3.589724,1.978116,57.994335,-0.197812,-0.358972,0.0
21.86,0.314699,-1.554167,-0.156914,-1.89896,-0.484261,-0.497858,-0.366381,1.360972,-0.59871,0.331039,-0.14346,-5.029168,2.780729,81.198939,-1.117073,-1.921545,-0.003382,-3.592263,1.986235,57.999242,-0.198623,-0.359226,0.0
21.88,0.311581,-1.564187,-0.160707,-1.893878,-0.485241,-0.482346,-0.363647,1.372653,-0.599074,0.33238,-0.14264,-5.032219,2.791995,81.205828,-1.118838,-1.922105,-0.003248,-3.594442,1.994282,58.004163,-0.199428,-0.359444,0.0
21.9,0.308442,-1.574108,-0.164489,-1.888675,-0.48619,-0.466803,-0.36089,1.384245,-0.599377,0.33371,-0.141817,-5.034767,2.803161,81.212736,-1.120588,-1.922589,-0.00311,-3.596262,2.002258,58.009097,-0.200226,-0.359626,0.0
21.92,0.305284,-1.583927,-0.168261,-1.883351,-0.487108,-0.45123,-0.35811,1.395749,-0.59962,0.335027,-0.140992,-5.036811,2.814225,81.219663,-1.122323,-1.922998,-0.002969,-3.597722,2.010161,58.014045,-0.201016,-0.359772,0.0
21.94,0.302107,-1.593646,-0.172023,-1.877906,-0.487995,-0.435628,-0.355307,1.407164,-0.599804,0.336332,-0.140166,-5.038352,2.825189,81.226609,-1.124042,-1.923331,-0.002826,-3.598823,2.017992,58.019007,-0.201799,-0.359882,0.0
21.96,0.29891,-1.603262,-0.175773,-1.872341,-0.488851,-0.419999,-0.352481,1.418489,-0.599927,0.337625,-0.139336,-5.039389,2.83605,81.233574,-1.125747,-1.923587,-0.00268,-3.599563,2.02575,58.023982,-0.202575,-0.359956,0.0
21.98,0.295694,-1.612776,-0.179512,-1.866657,-0.489675,-0.404342,-0.349633,1.429723,-0.599991,0.338906,-0.138505,-5.039922,2.84681,81.240558,-1.127436,-1.923768,-0.002531,-3.599944,2.033436,58.02897,-0.203344,-0.359994,0.0
22.0,0.292459,-1.622186,-0.18324,-1.860853,-0.490468,-0.38866,-0.346763,1.440865,-0.599994,0.340175,-0.137671,-5.039951,2.857467,81.24756,-1.12911,-1.923872,-0.002379,-3.599965,2.041048,58.033972,-0.204105,-0.359996,0.0
22.02,0.289205,-1.631493,-0.186955,-1.854929,-0.49123,-0.372953,-0.34387,1.451915,-0.599938,0.341431,-0.136836,-5.039476,2.868021,81.254581,-1.130768,-1.9239,-0.002224,-3.599625,2.048587,58.038987,-0.204859,-0.359963,0.0
22.04,0.285933,-1.640695,-0.190659,-1.848888,-0.49196,-0.357221,-0.340955,1.462872,-0.599821,0.342675,-0.135998,-5.038497,2.878472,81.26162,-1.132411,-1.923853,-0.002066,-3.598926,2.056052,58.044015,-0.205605,-0.359893,0.0
22.06,0.282642,-1.649792,-0.194351,-1.842727,-0.492659,-0.341467,-0.338018,1.473736,-0.599644,0.343907,-0.135157,-5.037014,2.88882,81.268678,-1.134038,-1.923729,-0.001906,-3.597867,2.063443,58.049056,-0.206344,-0.359787,0.0
22.08,0.279334,-1.658784,-0.19803,-1.836449,-0.493326,-0.325692,-0.33506,1.484505,-0.599408,0.345127,-0.134315,-5.035027,2.899063,81.275754,-1.13565,-1.923529,-0.001742,-3.596448,2.070759,58.05411,-0.207076,-0.359645,0.0
22.1,0.276007,-1.667669,-0.201697,-1.830054,-0.493961,-0.309895,-0.33208,1.49518,-0.599112,0.346334,-0.133471,-5.032537,2.909202,81.282847,-1.137246,-1.923253,-0.001576,-3.594669,2.078001,58.059177,-0.2078,-0.359467,0.0
22.12,0.272663,-1.676448,-0.20535,-1.823541,-0.494565,-0.294078,-0.329079,1.505758,-0.598755,0.347528,-0.132624,-5.029544,2.919236,81.289959,-1.138827,-1.922902,-0.001407,-3.592531,2.085169,58.064256,-0.208517,-0.359253,0.0
22.14,0.269301,-1.68512,-0.208991,-1.816911,-0.495138,-0.278243,-0.326057,1.51624,-0.598339,0.34871,-0.131775,-5.026048,2.929165,81.297088,-1.140392,-1.922474,-0.001235,-3.590034,2.092261,58.069349,-0.209226,-0.359003,0.0
22.16,0.265923,-1.693683,-0.212618,-1.810166,-0.495678,-0.26239,-0.323015,1.526626,-0.597863,0.34988,-0.130924,-5.022049,2.938989,81.304236,-1.14194,-1.921971,-0.001061,-3.587178,2.099278,58.074454,-0.209928,-0.358718,0.0
22.18,0.262527,-1.702138,-0.216231,-1.803304,-0.496187,-0.24652,-0.319951,1.536913,-0.597327,0.351037,-0.130071,-5.017548,2.948707,81.3114,-1.143473,-1.921392,-0.000883,-3.583963,2.106219,58.079572,-0.210622,-0.358396,0.0
22.2,0.259114,-1.710485,-0.219831,-1.796327,-0.496664,-0.230634,-0.316867,1.547102,-0.596732,0.352181,-0.129216,-5.012545,2.958319,81.318583,-1.14499,-1.920737,-0.000703,-3.580389,2.113085,58.084702,-0.211308,-0.358039,0.0
22.22,0.255685,-1.718722,-0.223416,-1.789235,-0.49711,-0.214734,-0.313763,1.557192,-0.596076,0.353312,-0.128359,-5.007041,2.967824,81.325782,-1.146491,-1.920006,-0.00052,-3.576458,2.119874,58.089844,-0.211987,-0.357646,0.0
22.24,0.252239,-1.726848,-0.226988,-1.782028,-0.497523,-0.19882,-0.310638,1.567183,-0.595361,0.354431,-0.1275,-5.001036,2.977222,81.332999,-1.147977,-1.9192,-0.000334,-3.572169,2.126587,58.094999,-0.212659,-0.357217,0.0
22.26,0.248778,-1.734865,-0.230544,-1.774708,-0.497905,-0.182893,-0.307494,1.577073,-0.594587,0.355537,-0.126639,-4.994531,2.986514,81.340233,-1.149445,-1.918318,-0.000146,-3.567522,2.133224,58.100166,-0.213322,-0.356752,0.0
22.28,0.2453,-1.74277,-0.234086,-1.767274,-0.498255,-0.166954,-0.30433,1.586862,-0.593753,0.356631,-0.125776,-4.987527,2.995697,81.347484,-1.150898,-1.917361,4.5e-05,-3.562519,2.139784,58.105346,-0.213978,-0.356252,0.0
22.3,0.241807,-1.750564,-0.237614,-1.759726,-0.498573,-0.151005,-0.301147,1.59655,-0.59286,0.357711,-0.12491,-4.980024,3.004773,81.354752,-1.152335,-1.916329,0.000239,-3.55716,2.146267,58.110537,-0.214627,-0.355716,0.0
22.32,0.238298,-1.758245,-0.241125,-1.752067,-0.498859,-0.135046,-0.297944,1.606136,-0.591908,0.358779,-0.124043,-4.972023,3.013741,81.362037,-1.153755,-1.915221,0.000436,-3.551445,2.152672,58.115741,-0.215267,-0.355145,0.0
22.34,0.234774,-1.765815,-0.244622,-1.744295,-0.499113,-0.119078,-0.294722,1.615618,-0.590896,0.359833,-0.123174,-4.963525,3.0226,81.369338,-1.15516,-1.914039,0.000636,-3.545375,2.159,58.120956,-0.2159,-0.354537,0.0
22.36,0.231235,-1.773271,-0.248102,-1.736411,-0.499335,-0.103103,-0.291481,1.624998,-0.589825,0.360875,-0.122303,-4.95453,3.031351,81.376656,-1.156547,-1.912781,0.000838,-3.53895,2.16525,58.126183,-0.216525,-0.353895,0.0
22.38,0.227681,-1.780613,-0.251567,-1.728416,-0.499525,-0.087121,-0.288222,1.634273,-0.588695,0.361904,-0.12143,-4.94504,3.039992,81.383991,-1.157919,-1.911449,0.001042,-3.532172,2.171423,58.131422,-0.217142,-0.353217,0.0
22.4,0.224112,-1.787842,-0.255016,-1.720311,-0.499684,-0.071134,-0.284944,1.643444,-0.587507,0.362919,-0.120555,-4.935056,3.048524,81.391341,-1.159274,-1.910042,0.00125,-3.52504,2.177517,58.136672,-0.217752,-0.352504,0.0
22.42,0.220529,-1.794957,-0.258448,-1.712095,-0.49981,-0.055142,-0.281648,1.652509,-0.586259,0.363922,-0.119678,-4.924578,3.056946,81.398708,-1.160612,-1.90856,0.00146,-3.517556,2.183533,58.141934,-0.218353,-0.351756,0.0
22.44,0.216932,-1.801956,-0.261864,-1.70377,-0.499904,-0.039146,-0.278334,1.661469,-0.584953,0.364912,-0.118799,-4.913607,3.065258,81.406091,-1.161934,-1.907005,0.001673,-3.509719,2.18947,58.147208,-0.218947,-0.350972,0.0
22.46,0.213322,-1.80884,-0.265263,-1.695336,-0.499967,-0.023148,-0.275003,1.670322,-0.583589,0.365888,-0.117918,-4.902145,3.07346,81.41349,-1.163239,-1.905375,0.001888,-3.501532,2.195328,58.152493,-0.219533,-0.350153,0.0
22.48,0.209697,-1.815608,-0.268646,-1.686794,-0.499997,-0.007149,-0.271653,1.679069,-0.582166,0.366851,-0.117035,-4.890193,3.081551,81.420905,-1.164528,-1.903671,0.002106,-3.492995,2.201108,58.157789,-0.220111,-0.3493,0.0
22.5,0.206059,-1.822261,-0.272011,-1.678143,-0.499995,0.008851,-0.268286,1.687708,-0.580685,0.367801,-0.116151,-4.877752,3.089531,81.428335,-1.1658,-1.901893,0.002327,-3.484109,2.206808,58.163097,-0.220681,-0.348411,0.0
22.52,0.202408,-1.828796,-0.275358,-1.669385,-0.499961,0.024851,-0.264902,1.696239,-0.579146,0.368738,-0.115264,-4.864823,3.0974,81.435782,-1.167056,-1.900042,0.00255,-3.474874,2.212428,58.168415,-0.221243,-0.347487,0.0
22.54,0.198744,-1.835215,-0.278688,-1.66052,-0.499896,0.040849,-0.261502,1.704661,-0.577549,0.369662,-0.114376,-4.851408,3.105157,81.443243,-1.168294,-1.898117,0.002776,-3.465292,2.217969,58.173745,-0.221797,-0.346529,0.0
22.56,0.195067,-1.841516,-0.282,-1.651549,-0.499798,0.056844,-0.258084,1.712975,-0.575894,0.370572,-0.113486,-4.837508,3.112803,81.45072,-1.169516,-1.896119,0.003004,-3.455363,2.22343,58.179086,-0.222343,-0.345536,0.0
22.58,0.191378,-1.847699,-0.285294,-1.642473,-0.499668,0.072835,-0.25465,1.721179,-0.574181,0.371469,-0.112594,-4.823124,3.120336,81.458212,-1.170721,-1.894047,0.003235,-3.445088,2.228811,58.184437,-0.222881,-0.344509,0.0
22.6,0.187677,-1.853764,-0.28857,-1.633291,-0.499507,0.088822,-0.251199,1.729272,-0.572412,0.372352,-0.1117,-4.808257,3.127757,81.46572,-1.171909,-1.891903,0.003469,-3.434469,2.234112,58.1898,-0.223411,-0.343447,0.0
22.62,0.183963,-1.85971,-0.291827,-1.624004,-0.499313,0.104803,-0.247733,1.737255,-0.570584,0.373222,-0.110804,-4.79291,3.135066,81.473242,-1.173081,-1.889687,0.003705,-3.423507,2.239333,58.195173,-0.223933,-0.342351,0.0
22.64,0.180238,-1.865537,-0.295066,-1.614614,-0.499087,0.120778,-0.24425,1.745127,-0.5687,0.374079,-0.109907,-4.777083,3.142262,81.48078,-1.174235,-1.887398,0.003943,-3.412202,2.244473,58.200557,-0.224447,-0.34122,0.0
22.66,0.176501,-1.871245,-0.298286,-1.60512,-0.49883,0.136745,-0.240752,1.752887,-0.566759,0.374922,-0.109008,-4.760779,3.149344,81.488332,-1.175372,-1.885037,0.004184,-3.400556,2.249532,58.205951,-0.224953,-0.340056,0.0
22.68,0.172753,-1.876833,-0.301486,-1.595524,-0.49854,0.152703,-0.237239,1.760535,-0.564762,0.375752,-0.108107,-4.743998,3.156313,81.495898,-1.176492,-1.882604,0.004427,-3.38857,2.25451,58.211356,-0.225451,-0.338857,0.0
22.7,0.168994,-1.882301,-0.304668,-1.585825,-0.498219,0.168651,-0.23371,1.76807,-0.562708,0.376568,-0.107205,-4.726744,3.163169,81.50348,-1.177595,-1.880099,0.004673,-3.376245,2.259406,58.216771,-0.225941,-0.337625,0.0
22.72,0.165224,-1.887649,-0.30783,-1.576025,-0.497866,0.184588,-0.230167,1.775492,-0.560597,0.37737,-0.106301,-4.709016,3.169911,81.511075,-1.178681,-1.877524,0.004921,-3.363583,2.264222,58.222197,-0.226422,-0.336358,0.0
22.74,0.161443,-1.892875,-0.310972,-1.566124,-0.497481,0.200514,-0.226608,1.782801,-0.558431,0.378159,-0.105395,-4.690818,3.176538,81.518685,-1.17975,-1.874876,0.005172,-3.350584,2.268956,58.227632,-0.226896,-0.335058,0.0
22.76,0.157652,-1.897981,-0.314094,-1.556123,-0.497064,0.216427,-0.223036,1.789995,-0.556208,0.378935,-0.104487,-4.67215,3.183052,81.526309,-1.180802,-1.872159,0.005425,-3.33725,2.273608,58.233078,-0.227361,-0.333725,0.0
22.78,0.153852,-1.902965,-0.317196,-1.546023,-0.496615,0.232326,-0.219448,1.797075,-0.55393,0.379696,-0.103578,-4.653016,3.18945,81.533948,-1.181836,-1.86937,0.005681,-3.323583,2.278179,58.238534,-0.227818,-0.332358,0.0
22.8,0.150041,-1.907827,-0.320278,-1.535823,-0.496135,0.24821,-0.215847,1.80404,-0.551597,0.380445,-0.102667,-4.633416,3.195734,81.5416,-1.182853,-1.866512,0.005938,-3.309583,2.282667,58.244,-0.228267,-0.330958,0.0
22.82,0.14622,-1.912567,-0.323339,-1.525525,-0.495622,0.264078,-0.212232,1.810889,-0.549209,0.381179,-0.101754,-4.613352,3.201903,81.549265,-1.183853,-1.863583,0.006198,-3.295252,2.287074,58.249475,-0.228707,-0.329525,0.0
22.84,0.142391,-1.917185,-0.32638,-1.515129,-0.495078,0.279929,-0.208604,1.817622,-0.546765,0.3819,-0.10084,-4.592828,3.207957,81.556945,-1.184836,-1.860585,0.006461,-3.280591,2.291398,58.254961,-0.22914,-0.328059,0.0
22.86,0.138552,-1.92168,-0.3294,-1.504637,-0.494503,0.295763,-0.204962,1.824239,-0.544267,0.382607,-0.099924,-4.571844,3.213895,81.564638,-1.185801,-1.857517,0.006726,-3.265603,2.295639,58.260456,-0.229564,-0.32656,0.0
22.88,0.134704,-1.926052,-0.332398,-1.494048,-0.493895,0.311577,-0.201307,1.83074,-0.541715,0.3833,-0.099007,-4.550403,3.219717,81.572345,-1.186749,-1.85438,0.006993,-3.250288,2.299798,58.26596,-0.22998,-0.325029,0.0
22.9,0.130847,-1.930301,-0.335376,-1.483364,-0.493256,0.327372,-0.197639,1.837123,-0.539108,0.383979,-0.098088,-4.528507,3.225424,81.580065,-1.187679,-1.851175,0.007262,-3.234648,2.303874,58.271475,-0.230387,-0.323465,0.0
22.92,0.126983,-1.934427,-0.338332,-1.472584,-0.492586,0.343145,-0.193959,1.843389,-0.536447,0.384645,-0.097167,-4.506158,3.231014,81.587798,-1.188592,-1.847901,0.007533,-3.218684,2.307867,58.276998,-0.230787,-0.321868,0.0
22.94,0.12311,-1.938428,-0.341266,-1.461711,-0.491884,0.358897,-0.190266,1.849536,-0.533733,0.385296,-0.096245,-4.483358,3.236488,81.595544,-1.189487,-1.844559,0.007807,-3.202399,2.311777,58.282531,-0.231178,-0.32024,0.0
22.96,0.119229,-1.942306,-0.344179,-1.450743,-0.49115,0.374625,-0.18656,1.855565,-0.530966,0.385934,-0.095321,-4.46011,3.241845,81.603303,-1.190365,-1.84115,0.008083,-3.185793,2.315604,58.288073,-0.23156,-0.318579,0.0
22.98,0.115341,-1.946059,-0.347069,-1.439683,-0.490385,0.39033,-0.182843,1.861476,-0.528145,0.386558,-0.094396,-4.436417,3.247086,81.611074,-1.191225,-1.837673,0.008361,-3.168869,2.319347,58.293625,-0.231935,-0.316887,0.0
23.0,0.111445,-1.949687,-0.349937,-1.428531,-0.489589,0.40601,-0.179115,1.867267,-0.525271,0.387168,-0.093469,-4.412279,3.25221,81.618859,-1.192068,-1.834129,0.008641,-3.151628,2.323007,58.299185,-0.232301,-0.315163,0.0
23.02,0.107542,-1.953191,-0.352783,-1.417288,-0.488761,0.421663,-0.175374,1.872939,-0.522345,0.387764,-0.092541,-4.3877,3.257217,81.626656,-1.192893,-1.830518,0.008923,-3.134072,2.326584,58.304754,-0.232658,-0.313407,0.0
23.04,0.103632,-1.95657,-0.355606,-1.405953,-0.487902,0.43729,-0.171623,1.878491,-0.519367,0.388346,-0.091611,-4.362683,3.262106,81.634466,-1.1937,-1.826841,0.009207,-3.116202,2.330076,58.310333,-0.233008,-0.31162,0.0
23.06,0.099716,-1.959823,-0.358407,-1.394529,-0.487012,0.452889,-0.167861,1.883923,-0.516337,0.388914,-0.09068,-4.337229,3.266879,81.642287,-1.19449,-1.823099,0.009493,-3.098021,2.333485,58.31592,-0.233348,-0.309802,0.0
23.08,0.095793,-1.962952,-0.361184,-1.383016,-0.486091,0.468459,-0.164087,1.889234,-0.513255,0.389468,-0.089747,-4.311341,3.271533,81.650121,-1.195262,-1.819291,0.009782,-3.07953,2.336809,58.321515,-0.233681,-0.307953,0.0
23.1,0.091864,-1.965954,-0.363939,-1.371414,-0.485138,0.483998,-0.160304,1.894424,-0.510122,0.390008,-0.088813,-4.285023,3.27607,81.657968,-1.196016,-1.815417,0.010072,-3.060731,2.34005,58.32712,-0.234005,-0.306073,0.0
23.12,0.087929,-1.968831,-0.36667,-1.359724,-0.484155,0.499507,-0.15651,1.899493,-0.506938,0.390534,-0.087878,-4.258276,3.280489,81.665826,-1.196753,-1.811479,0.010365,-3.041625,2.343206,58.332733,-0.234321,-0.304163,0.0
23.14,0.083989,-1.971582,-0.369378,-1.347947,-0.48314,0.514984,-0.152706,1.904441,-0.503703,0.391046,-0.086941,-4.231103,3.284789,81.673695,-1.197471,-1.807477,0.010659,-3.022216,2.346278,58.338354,-0.234628,-0.302222,0.0
23.16,0.080043,-1.974206,-0.372062,-1.336084,-0.482095,0.530428,-0.148892,1.909266,-0.500417,0.391544,-0.086003,-4.203507,3.288972,81.681577,-1.198172,-1.803411,0.010955,-3.002505,2.349266,58.343983,-0.234927,-0.30025,0.0
23.18,0.076092,-1.976704,-0.374722,-1.324135,-0.481019,0.545838,-0.145069,1.91397,-0.497082,0.392028,-0.085063,-4.17549,3.293036,81.68947,-1.198855,-1.799281,0.011253,-2.982493,2.352169,58.349621,-0.235217,-0.298249,0.0
23.2,0.072136,-1.979076,-0.377358,-1.312102,-0.479911,0.561213,-0.141236,1.918551,-0.493697,0.392498,-0.084122,-4.147056,3.296981,81.697374,-1.19952,-1.795088,0.011554,-2.962183,2.354987,58.355267,-0.235499,-0.296218,0.0
23.22,0.068176,-1.981321,-0.37997,-1.299985,-0.478774,0.576552,-0.137395,1.923009,-0.490263,0.392953,-0.08318,-4.118207,3.300808,81.70529,-1.200168,-1.790833,0.011855,-2.941577,2.35772,58.360922,-0.235772,-0.294158,0.0
23.24,0.064211,-1.983439,-0.382558,-1.287784,-0.477605,0.591854,-0.133544,1.927344,-0.486779,0.393395,-0.082236,-4.088947,3.304516,81.713217,-1.200797,-1.786515,0.012159,-2.920676,2.360369,58.366584,-0.236037,-0.292068,0.0
23.26,0.060242,-1.98543,-0.385121,-1.275501,-0.476406,0.607118,-0.129685,1.931556,-0.483247,0.393822,-0.081291,-4.059278,3.308105,81.721155,-1.201409,-1.782136,0.012465,-2.899484,2.362932,58.372254,-0.236293,-0.289948,0.0
23.28,0.05627,-1.987295,-0.38766,-1.263137,-0.475177,0.622343,-0.125818,1.935644,-0.479667,0.394235,-0.080345,-4.029202,3.311575,81.729104,-1.202002,-1.777695,0.012772,-2.878002,2.365411,58.377932,-0.236541,-0.2878,0.0
23.3,0.052293,-1.989032,-0.390174,-1.250691,-0.473917,0.637529,-0.121943,1.939608,-0.476039,0.394634,-0.079397,-3.998724,3.314926,81.737064,-1.202578,-1.773193,0.013081,-2.856231,2.367804,58.383617,-0.23678,-0.285623,0.0
23.32,0.048313,-1.990641,-0.392663,-1.238166,-0.472627,0.652674,-0.11806,1.943448,-0.472363,0.395019,-0.078448,-3.967846,3.318157,81.745034,-1.203136,-1.768631,0.013392,-2.834176,2.370112,58.38931,-0.237011,-0.283418,0.0
23.34,0.044331,-1.992124,-0.395127,-1.225561,-0.471306,0.667777,-0.114169,1.947164,-0.468639,0.395389,-0.077498,-3.936571,3.321269,81.753015,-1.203675,-1.76401,0.013705,-2.811836,2.372335,58.395011,-0.237234,-0.281184,0.0
23.36,0.040345,-1.993478,-0.397565,-1.212878,-0.469956,0.682837,-0.110271,1.950755,-0.464869,0.395745,-0.076547,-3.904903,3.324262,81.761007,-1.204197,-1.759328,0.014019,-2.789216,2.374473,58.400719,-0.237447,-0.278922,0.0
23.38,0.036357,-1.994706,-0.399978,-1.200117,-0.468575,0.697854,-0.106366,1.954221,-0.461053,0.396087,-0.075594,-3.872844,3.327134,81.769008,-1.2047,-1.754588,0.014335,-2.766317,2.376525,58.406435,-0.237652,-0.276632,0.0
23.4,0.032366,-1.995805,-0.402365,-1.18728,-0.467164,0.712826,-0.102454,1.957562,-0.45719,0.396415,-0.07464,-3.840397,3.329887,81.77702,-1.205186,-1.749789,0.014652,-2.743141,2.378491,58.412157,-0.237849,-0.274314,0.0
23.42,0.028374,-1.996777,-0.404727,-1.174366,-0.465724,0.727752,-0.098536,1.960778,-0.453282,0.396729,-0.073685,-3.807567,3.33252,81.785042,-1.205653,-1.744932,0.014971,-2.719691,2.380372,58.417887,-0.238037,-0.271969,0.0
23.44,0.024379,-1.997621,-0.407063,-1.161377,-0.464253,0.742632,-0.094611,1.963868,-0.449328,0.397028,-0.072729,-3.774356,3.335033,81.793074,-1.206103,-1.740018,0.015292,-2.695968,2.382167,58.423624,-0.238217,-0.269597,0.0
23.46,0.020383,-1.998337,-0.409373,-1.148314,-0.462753,0.757464,-0.090681,1.966833,-0.445329,0.397313,-0.071772,-3.740767,3.337426,81.801116,-1.206534,-1.735046,0.015614,-2.671977,2.383876,58.429368,-0.238388,-0.267198,0.0
23.48,0.016386,-1.998926,-0.411656,-1.135178,-0.461224,0.772247,-0.086744,1.969672,-0.441286,0.397583,-0.070813,-3.706805,3.339699,81.809167,-1.206947,-1.730019,0.015937,-2.647718,2.385499,58.435119,-0.23855,-0.264772,0.0
23.5,0.012388,-1.999386,-0.413913,-1.121969,-0.459664,0.786982,-0.082802,1.972385,-0.437199,0.39784,-0.069854,-3.672471,3.341852,81.817227,-1.207342,-1.724935,0.016262,-2.623194,2.387037,58.440877,-0.238704,-0.262319,0.0
23.52,0.008389,-1.999719,-0.416144,-1.108688,-0.458076,0.801666,-0.078855,1.974971,-0.433068,0.398081,-0.068893,-3.637771,3.343884,81.825298,-1.207719,-1.719795,0.016589,-2.598408,2.388489,58.446641,-0.238849,-0.259841,0.0
23.54,0.004389,-1.999923,-0.418348,-1.095336,-0.456458,0.816298,-0.074902,1.977431,-0.428894,0.398309,-0.067931,-3.602707,3.345796,81.833377,-1.208078,-1.714601,0.016917,-2.573362,2.389854,58.452412,-0.238985,-0.257336,0.0
23.56,0.000389,-1.999999,-0.420525,-1.081914,-0.45481,0.830879,-0.070945,1.979765,-0.424676,0.398522,-0.066968,-3.567282,3.347588,81.841465,-1.208419,-1.709352,0.017246,-2.548059,2.391134,58.45819,-0.239113,-0.254806,0.0
23.58,-0.003611,-1.999948,-0.422676,-1.068422,-0.453134,0.845406,-0.066983,1.981972,-0.420417,0.398721,-0.066004,-3.531501,3.349259,81.849563,-1.208741,-1.70405,0.017577,-2.522501,2.392328,58.463974,-0.239233,-0.25225,0.0
23.6,-0.007611,-1.999768,-0.424799,-1.054863,-0.451429,0.859879,-0.063017,1.984052,-0.416115,0.398906,-0.065039,-3.495366,3.350809,81.857669,-1.209045,-1.698694,0.017908,-2.49669,2.393435,58.469764,-0.239344,-0.249669,0.0
23.62,-0.01161,-1.999461,-0.426895,-1.041235,-0.449695,0.874297,-0.059047,1.986005,-0.411772,0.399076,-0.064073,-3.458882,3.352239,81.865784,-1.209331,-1.693285,0.018242,-2.47063,2.394456,58.47556,-0.239446,-0.247063,0.0
23.64,-0.015608,-1.999025,-0.428964,-1.027542,-0.447932,0.888659,-0.055073,1.987831,-0.407387,0.399232,-0.063106,-3.422053,3.353548,81.873908,-1.209599,-1.687824,0.018576,-2.444323,2.395391,58.481363,-0.239539,-0.244432,0.0
23.66,-0.019606,-1.998462,-0.431005,-1.013782,-0.44614,0.902964,-0.051096,1.989529,-0.402962,0.399373,-0.062138,-3.384881,3.354736,81.88204,-1.209849,-1.682311,0.018912,-2.417772,2.39624,58.487172,-0.239624,-0.241777,0.0
